ID,Edad,Ingresos,Monto_Inicial,Scoring_Crediticio,Meses_Empleo,Num_Creditos,Ratio_Interes,Duracion,Ratio_Deuda_Ingresos,Estudios,Posesion_Hipoteca,Personas_Cargo,Fiador,Impago,Prima,Tipo_Jornada_Laboral_Autónomo,Tipo_Jornada_Laboral_Desempleado,Tipo_Jornada_Laboral_Jornada completa,Tipo_Jornada_Laboral_Tiempo parcial,Estado_Civil_Casado,Estado_Civil_Divorciado,Estado_Civil_Soltero,Cluster_KMeans
1Y2TQC,45,33879,8772,400,217,2,15.04,48,0.1,0,0,0,0,0,98.6,0,1,0,0,1,0,0,0
TE9WTI,21,16000,5000,529,27,1,15.33,60,0.1,0,0,1,0,0,63.95,0,0,1,0,0,0,1,0
SRM6XL,55,33148,11671,352,299,2,18.11,12,0.39,0,0,0,1,0,148.99,0,0,1,0,0,0,1,0
NU0HN6,41,58665,40158,787,144,3,17.66,60,0.12,2,1,0,0,1,360.2,1,0,0,0,1,0,0,1
G3HQHR,31,28107,9414,628,59,3,12.07,12,0.31,2,0,1,0,0,96.18,0,0,0,1,0,0,1,0
M4Y5JH,31,26644,7355,495,154,3,10.63,12,0.31,0,0,1,1,1,82.89,0,1,0,0,0,0,1,0
ZQ44YR,63,72865,31195,589,316,1,17.41,24,0.21,3,1,1,0,0,427.8,0,0,1,0,1,0,0,1
31M6X9,57,29216,38384,795,290,2,9.21,36,0.45,0,0,0,0,0,211.54,0,0,0,1,1,0,0,1
C1Z1DA,34,53679,15237,485,84,3,14.2,48,0.1,2,1,1,1,0,273.84,0,0,1,0,1,0,0,0
2SBAC9,48,66203,25101,456,260,2,14.79,36,0.14,2,0,1,0,0,316.95,0,0,1,0,1,0,0,0
T1YBZ7,66,33587,14802,618,461,1,9.65,36,0.14,0,1,0,0,0,98.01,0,0,0,1,1,0,0,0
QZ1TII,47,50545,24298,709,244,4,21.77,36,0.18,1,1,0,0,0,232.4,0,0,0,1,1,0,0,1
I06WTI,38,86832,63177,455,107,1,11.1,12,0.55,3,1,1,0,0,800.0,0,0,0,1,1,0,0,1
PG3JTB,67,42755,9490,438,515,2,3.98,36,0.1,0,1,1,1,0,92.19,0,0,0,1,1,0,0,0
EMO8HE,57,37253,19057,403,353,1,10.02,24,0.29,0,1,1,1,0,205.26,0,0,1,0,1,0,0,0
D2YTF2,20,28170,5000,682,0,2,22.18,60,0.1,1,0,1,0,0,53.33,0,0,1,0,0,0,1,0
IIPN0C,66,53846,37165,811,494,2,7.51,48,0.18,0,1,0,1,0,146.22,0,1,0,0,1,0,0,1
NIG0Q3,25,40370,13691,728,21,4,19.78,12,0.34,1,0,0,1,1,120.0,0,1,0,0,0,0,1,1
GFCGLL,26,25176,13454,494,98,2,14.36,24,0.27,0,1,0,1,0,167.28,1,0,0,0,1,0,0,0
293OG0,39,38476,20659,358,189,3,10.04,12,0.55,1,0,0,0,0,296.43,1,0,0,0,0,1,0,1
MIQLF0,68,46218,19847,354,367,1,11.93,36,0.16,1,1,0,0,0,191.49,0,0,1,0,1,0,0,0
DB34YQ,57,73301,44122,767,346,2,18.78,24,0.34,2,0,1,0,0,333.11,0,1,0,0,1,0,0,1
9TBEKA,67,81977,22551,433,383,4,10.09,12,0.26,3,0,1,0,0,287.16,0,0,1,0,1,0,0,1
LYLH9Y,56,45619,27570,730,280,2,9.36,12,0.55,0,1,1,0,0,209.74,0,0,1,0,0,1,0,1
5U6NEQ,28,25646,13736,814,46,4,5.72,24,0.3,1,0,1,1,0,77.37,0,1,0,0,0,0,1,1
SGU7Z1,68,52457,6313,404,527,4,10.6,24,0.1,0,1,1,0,0,79.57,0,0,0,1,1,0,0,0
TDOJEQ,55,30342,28746,837,333,3,24.39,60,0.19,0,0,1,0,1,225.3,0,1,0,0,1,0,0,0
32AI4J,47,80953,66136,432,183,1,5.67,36,0.29,3,0,1,1,0,641.67,1,0,0,0,0,1,0,1
P5RMWO,45,29941,25681,621,247,2,23.4,12,0.55,0,1,1,1,0,379.54,0,1,0,0,0,0,1,1
1GLV2O,23,17857,5000,464,37,4,24.42,36,0.1,0,1,1,0,1,100.66,0,0,0,1,0,0,1,0
46ZVLW,37,52175,38974,638,143,4,24.43,24,0.36,1,0,0,1,0,552.66,1,0,0,0,0,0,1,1
1MYEK6,57,36703,20199,528,347,3,9.39,36,0.19,0,0,0,1,0,204.67,0,1,0,0,1,0,0,0
JRVCVR,34,31803,8271,566,81,4,18.31,12,0.26,2,1,0,1,0,120.81,0,0,0,1,1,0,0,0
AXZIP0,59,28589,17084,615,385,4,4.37,48,0.16,0,1,0,1,0,152.42,0,0,0,1,0,0,1,0
2L8S3M,29,34645,8314,352,52,4,17.51,60,0.1,1,0,0,1,0,164.59,0,1,0,0,1,0,0,0
OOO8LM,46,61182,50391,701,192,3,11.97,24,0.38,1,1,0,1,0,385.22,0,0,0,1,0,1,0,1
ILOMS1,49,56913,32354,403,319,2,21.64,60,0.11,1,0,1,1,0,556.3,0,0,1,0,1,0,0,0
I9Q5KY,47,43372,27942,557,321,4,10.23,24,0.3,0,0,1,1,0,363.28,1,0,0,0,1,0,0,1
ZYGIGY,53,36539,18833,768,318,3,24.44,12,0.52,0,1,1,1,0,185.39,0,0,1,0,1,0,0,1
NR01YH,34,73881,29937,799,58,3,16.57,60,0.1,3,1,0,1,1,270.05,0,0,0,1,0,0,1,1
AYY1NL,47,37553,13212,468,353,3,6.23,36,0.11,0,1,1,0,0,144.41,0,1,0,0,1,0,0,0
NXJQOK,64,29198,16019,703,479,2,10.82,12,0.55,0,0,1,0,0,106.87,1,0,0,0,0,1,0,1
ZTK2BJ,53,37143,7365,328,248,4,20.12,36,0.1,1,0,0,1,0,125.56,0,0,0,1,1,0,0,0
UE1J3Y,45,32828,14200,542,293,1,14.9,36,0.14,0,0,0,0,0,130.22,1,0,0,0,0,0,1,0
IIVWOX,36,27862,7851,331,189,2,5.71,36,0.1,0,1,0,0,1,64.61,0,0,1,0,1,0,0,0
RI0IYK,22,18870,7140,768,10,4,3.69,24,0.16,1,0,0,1,0,26.66,0,0,1,0,0,0,1,0
02SE11,69,57286,29863,514,526,1,17.97,36,0.15,1,0,0,1,0,351.87,0,1,0,0,0,1,0,0
PAGG15,40,87539,52149,568,129,3,20.51,12,0.55,3,0,0,1,0,800.0,0,0,1,0,1,0,0,1
6QZNHE,62,55752,9804,514,404,4,13.82,48,0.1,1,1,0,0,0,183.21,1,0,0,0,1,0,0,0
54Z23H,43,42641,29408,829,216,2,21.51,12,0.55,0,1,1,0,0,246.43,0,0,1,0,1,0,0,1
OLPYR1,33,36457,13629,481,99,3,7.56,48,0.1,2,0,1,1,0,148.67,0,0,0,1,0,0,1,0
FBPGTW,25,21398,14226,785,44,4,17.31,24,0.38,1,1,0,1,1,135.95,1,0,0,0,0,0,1,1
HTAHIL,65,50283,19119,354,454,4,22.8,36,0.11,0,0,1,0,0,330.46,0,1,0,0,1,0,0,0
FSVPB9,28,32884,16490,759,71,3,6.97,36,0.18,1,1,0,1,0,68.95,1,0,0,0,0,0,1,0
C0KABH,54,49967,13926,577,349,4,19.22,48,0.1,1,0,0,1,0,212.96,0,1,0,0,0,1,0,0
W9YDKV,36,39294,26979,757,125,1,20.17,48,0.15,1,1,1,1,0,173.52,0,0,1,0,1,0,0,0
LXRFNE,18,16000,5000,501,0,2,6.77,60,0.1,0,1,1,0,0,58.43,0,0,0,1,0,0,1,0
VNAV9F,27,42169,26485,356,35,4,13.47,12,0.55,2,0,0,1,0,541.97,0,0,1,0,0,0,1,1
4P6ZTG,30,44428,20284,506,81,3,7.75,12,0.47,1,0,1,0,0,230.8,0,0,1,0,0,0,1,1
WQMYZA,45,54281,23683,335,208,3,23.32,36,0.14,1,0,0,0,0,341.66,0,0,1,0,1,0,0,0
MJOTR5,37,61245,23286,436,118,2,20.01,48,0.1,2,1,0,1,0,387.67,0,0,0,1,1,0,0,0
ST6THO,40,28262,12671,328,241,2,15.07,60,0.1,0,0,0,0,0,161.21,0,1,0,0,0,1,0,0
EDMG78,29,30388,17961,531,66,1,2.83,36,0.18,1,0,0,0,0,122.57,0,0,1,0,1,0,0,0
UV2WZY,69,57612,11803,738,427,2,17.72,60,0.1,1,0,1,1,0,103.56,1,0,0,0,1,0,0,0
ABJ8OK,55,33335,6977,495,383,1,19.75,60,0.1,0,0,0,1,0,95.23,0,0,0,1,1,0,0,0
6QLBVI,54,30418,36619,843,329,4,16.07,48,0.26,0,1,1,0,0,376.88,0,0,0,1,1,0,0,1
3X6NLL,53,56029,40236,797,268,4,17.17,60,0.15,1,0,0,0,0,350.61,0,0,1,0,1,0,0,1
3OF287,24,39594,5000,585,0,3,8.04,36,0.1,2,0,0,0,0,45.96,1,0,0,0,0,0,1,0
P3VDTA,23,17082,5000,538,69,4,12.74,12,0.28,0,0,1,1,0,67.76,0,0,1,0,0,0,1,0
BOV0NY,21,18080,7864,686,20,3,9.34,12,0.47,0,0,0,1,0,56.25,0,0,0,1,0,0,1,1
UBX73W,46,42467,30368,661,288,3,20.31,24,0.41,0,0,0,0,0,355.5,0,0,0,1,1,0,0,1
RWKTY6,49,49553,19375,384,213,2,2.86,12,0.42,1,0,1,1,0,193.81,0,1,0,0,1,0,0,1
I02374,27,36020,8867,510,35,2,12.18,60,0.1,1,1,1,1,0,143.56,0,0,1,0,1,0,0,0
E58XTZ,27,36152,14290,640,57,4,23.13,12,0.43,1,1,0,1,0,227.7,1,0,0,0,1,0,0,1
OZ4WBT,60,40511,18258,811,326,1,9.0,24,0.23,0,1,0,1,0,72.66,0,0,1,0,1,0,0,1
G957E8,35,43545,20734,780,78,1,6.82,24,0.25,3,0,0,1,0,66.85,0,1,0,0,1,0,0,1
EI5CTU,54,39576,18575,638,337,2,7.92,12,0.46,0,1,0,1,0,131.9,1,0,0,0,1,0,0,1
BV3OT5,52,29080,25301,732,289,4,16.71,12,0.55,1,1,0,0,0,337.55,0,1,0,0,1,0,0,1
5XCY1S,24,20251,5000,753,67,3,4.05,48,0.1,0,0,1,1,0,20.68,0,1,0,0,0,0,1,0
ZJXZBF,43,57538,60159,675,207,3,12.97,60,0.2,2,1,0,0,0,778.92,0,0,0,1,0,0,1,1
8RX64G,42,75325,21840,309,150,4,3.25,36,0.1,2,0,1,0,0,255.54,0,1,0,0,0,1,0,0
S48WNQ,63,37094,16283,698,407,4,18.23,48,0.1,1,0,0,1,0,173.95,0,0,1,0,1,0,0,0
ZDOLSK,47,46494,43576,789,247,2,14.4,24,0.4,1,1,1,1,0,353.02,1,0,0,0,1,0,0,1
I9RG9Z,37,30441,16411,575,155,3,16.97,48,0.13,0,0,1,0,0,229.02,0,0,0,1,1,0,0,0
HYEUJU,30,26628,7050,337,72,2,21.18,48,0.1,1,0,1,0,0,102.75,1,0,0,0,0,0,1,0
8TECFW,63,37123,9707,336,353,1,11.84,24,0.12,0,1,1,1,0,88.39,0,0,0,1,0,1,0,0
V7LS8Y,65,31443,12018,821,507,4,2.34,36,0.13,0,0,0,1,0,49.79,1,0,0,0,1,0,0,0
49T97F,24,25054,9891,797,9,2,4.85,48,0.1,1,0,0,1,0,33.6,0,1,0,0,0,0,1,0
HKSVBX,25,32093,18783,493,29,4,21.6,24,0.25,1,0,0,0,0,326.87,0,0,1,0,0,0,1,0
U3Z3E2,61,66558,48226,749,326,4,8.87,48,0.2,2,1,0,0,0,447.88,0,1,0,0,1,0,0,1
51201Q,42,31069,26498,492,219,1,9.33,12,0.55,0,1,1,0,0,356.97,0,0,1,0,1,0,0,1
XXN5E1,33,43723,23947,621,99,1,9.16,48,0.12,2,1,1,0,0,193.73,0,0,1,0,1,0,0,0
91XOQE,60,41989,12950,401,345,1,18.64,60,0.1,1,1,0,0,1,215.15,0,1,0,0,1,0,0,0
1LRN8D,23,25575,9244,578,9,3,14.23,48,0.1,1,0,1,1,0,116.25,0,1,0,0,0,0,1,0
DSU8Q5,24,34881,10244,666,0,1,22.73,36,0.1,2,0,1,0,0,81.16,0,0,1,0,0,0,1,0
VSLH7X,68,47649,12502,581,590,4,17.74,24,0.14,0,1,1,1,0,182.03,0,0,0,1,1,0,0,0
BPO8J0,41,73853,37502,392,153,2,8.9,48,0.13,2,1,1,1,0,495.0,0,0,1,0,0,0,1,0
WT0KRE,27,34497,10113,716,52,2,24.25,12,0.32,1,0,1,0,0,72.77,0,1,0,0,0,0,1,1
GDF7YD,47,40768,16139,719,256,3,22.36,12,0.35,0,0,1,1,0,126.03,1,0,0,0,0,1,0,1
MJY0JD,19,16000,5000,775,0,3,20.47,48,0.1,0,1,1,0,0,40.36,0,0,0,1,0,0,1,0
626FTB,69,54557,18981,504,427,1,22.12,48,0.1,1,0,0,1,0,242.79,0,1,0,0,0,1,0,0
K7XQ2T,56,29762,17164,761,419,3,21.83,12,0.55,0,0,1,1,0,150.56,0,0,1,0,1,0,0,1
59QH9U,21,16000,5000,680,35,2,11.99,48,0.1,0,0,0,0,0,26.83,0,1,0,0,0,0,1,0
Z27Y0L,43,63835,51376,796,204,4,14.56,36,0.23,2,0,1,0,0,405.11,0,0,0,1,1,0,0,1
5DJ2IF,29,24115,11379,815,70,4,22.22,48,0.1,1,1,1,1,0,103.47,0,0,0,1,1,0,0,0
N69018,34,61547,19600,584,79,2,16.47,60,0.1,3,0,1,1,0,291.15,0,1,0,0,1,0,0,0
BTXNVO,61,47810,14381,517,370,3,11.69,48,0.1,0,1,1,1,0,206.06,0,0,0,1,1,0,0,0
0F0FJY,47,31831,8612,353,253,4,24.2,24,0.14,0,0,1,0,0,132.14,0,1,0,0,1,0,0,0
L74KRG,29,48232,16187,425,37,1,12.38,12,0.38,2,1,1,0,1,217.32,1,0,0,0,1,0,0,1
L95IGO,66,54500,15867,747,365,3,11.34,60,0.1,1,1,1,0,1,135.29,0,1,0,0,1,0,0,0
LUKPQM,29,24894,14730,666,48,1,11.87,36,0.18,1,1,1,1,0,85.44,0,0,0,1,0,0,1,0
609O7N,46,40439,20020,811,175,3,23.52,48,0.11,1,1,1,1,1,169.99,0,0,1,0,1,0,0,0
XBQQNC,39,36341,22879,459,170,4,21.15,36,0.19,0,1,0,1,0,416.42,0,0,1,0,1,0,0,0
65U9T9,23,21755,5000,467,0,1,2.68,24,0.11,1,0,1,0,0,35.75,0,0,1,0,0,0,1,0
9KHSV2,60,50819,26284,535,428,1,2.64,12,0.52,1,1,1,0,0,332.91,0,0,1,0,0,1,0,1
2IMHYB,41,29998,14287,554,188,4,17.6,48,0.11,0,1,1,0,0,248.99,0,0,1,0,0,1,0,0
LVPK7U,31,42123,12582,473,101,1,20.5,48,0.1,1,0,1,1,1,169.91,0,1,0,0,0,0,1,0
L820T8,62,37256,16350,683,381,3,14.15,48,0.11,0,1,1,1,0,161.26,0,0,0,1,0,1,0,0
U1ZQDQ,40,25184,10185,451,198,3,2.65,24,0.21,0,0,1,1,0,102.8,1,0,0,0,1,0,0,0
PY428I,65,27211,10125,557,382,1,12.63,12,0.42,0,0,0,1,0,92.76,0,1,0,0,1,0,0,1
HV1O3S,33,72532,21575,527,78,4,17.52,60,0.1,3,1,1,0,0,591.58,0,0,1,0,1,0,0,0
AQ965Z,56,32195,6601,469,327,2,11.18,48,0.1,0,0,0,1,0,63.09,0,0,0,1,0,0,1,0
RKQKPE,63,48646,15774,373,351,2,24.53,48,0.1,1,0,0,0,0,221.21,1,0,0,0,1,0,0,0
BELEWB,40,43598,16880,556,152,2,9.2,24,0.19,1,0,1,1,0,126.74,1,0,0,0,0,1,0,0
VNDJ20,34,25056,19794,846,95,2,4.42,48,0.18,1,1,1,0,0,83.62,1,0,0,0,0,1,0,0
V1GSXC,27,24305,13943,490,31,2,20.84,48,0.12,1,1,0,0,0,210.83,0,1,0,0,0,0,1,0
OY184Z,56,27195,5526,517,324,4,8.0,24,0.12,0,0,0,1,0,55.99,0,1,0,0,0,1,0,0
HWYK7P,66,29976,13537,746,429,1,19.17,48,0.11,0,1,0,0,0,91.58,0,0,1,0,1,0,0,0
VYJA8S,48,29825,11888,341,280,1,23.86,48,0.1,0,0,0,1,1,142.27,0,1,0,0,1,0,0,0
JF41GZ,41,24690,15495,671,236,1,14.49,48,0.18,0,0,0,0,0,92.47,0,1,0,0,0,0,1,0
B8CKJR,39,47082,18760,400,142,3,9.79,60,0.1,2,0,1,1,0,275.95,0,0,1,0,1,0,0,0
YMTZ1X,50,41609,19223,379,304,3,3.87,36,0.14,1,0,0,0,0,176.63,0,1,0,0,0,1,0,0
W32USN,46,41181,18613,547,276,3,21.79,36,0.16,0,0,1,0,0,279.7,1,0,0,0,1,0,0,0
OYIUOW,30,39235,14285,481,77,2,15.87,12,0.39,1,0,1,1,1,174.1,0,0,0,1,0,0,1,1
JOI3PE,49,36894,35338,508,247,3,8.19,36,0.34,1,0,1,0,0,570.43,0,0,0,1,1,0,0,1
3PKJQK,36,72702,34892,845,86,2,9.45,12,0.45,3,0,0,0,0,163.71,0,0,0,1,0,0,1,1
BSZFDT,26,36411,24471,766,20,1,23.46,12,0.55,2,1,0,0,0,185.92,1,0,0,0,1,0,0,1
Y2542H,57,90581,30529,819,295,2,23.64,60,0.1,2,1,1,1,0,264.95,0,1,0,0,0,1,0,1
H03CM2,56,55160,38416,782,374,2,5.21,36,0.22,2,1,0,1,0,175.07,0,0,0,1,0,1,0,1
8GCOZ4,58,33961,15870,843,321,4,22.25,36,0.14,0,0,0,0,0,104.76,0,1,0,0,0,1,0,0
XDI0VC,32,20852,5538,403,92,1,23.79,12,0.25,1,1,1,0,0,69.95,0,0,0,1,0,0,1,0
WL7HDJ,20,16000,5000,410,28,1,17.34,36,0.1,0,1,0,0,0,62.64,0,1,0,0,0,0,1,0
1LBP0M,26,52466,14597,574,26,4,5.52,60,0.1,2,0,1,1,0,168.23,0,1,0,0,1,0,0,0
AICIGS,60,39516,11369,421,485,1,13.85,48,0.1,0,1,0,0,0,133.0,0,0,0,1,1,0,0,0
9HOANH,24,20427,5466,400,11,3,15.64,36,0.1,1,1,1,1,0,83.64,0,0,1,0,0,0,1,0
OJT9YS,38,24161,12001,437,179,3,15.35,36,0.18,0,1,0,1,0,166.0,0,1,0,0,1,0,0,0
5HA6HF,57,37831,14641,724,340,4,20.7,60,0.1,0,1,0,0,0,171.59,1,0,0,0,1,0,0,0
L5857I,65,46222,23938,647,442,2,13.1,48,0.11,0,1,0,1,0,212.2,1,0,0,0,1,0,0,0
IWSN2V,64,40816,36625,674,456,2,5.32,12,0.55,0,0,1,1,0,241.35,1,0,0,0,1,0,0,1
MH2SVE,25,40040,41926,648,17,4,20.48,24,0.51,2,1,0,1,0,800.0,0,0,1,0,0,0,1,1
BQ7ELD,41,74574,38489,675,166,4,14.74,12,0.49,2,1,1,1,0,508.68,0,1,0,0,1,0,0,1
ZUORV4,31,30407,11806,588,52,4,17.63,36,0.13,2,1,1,0,0,209.76,1,0,0,0,0,0,1,0
FJOCEF,31,32137,25682,545,158,1,9.2,24,0.46,0,0,0,1,0,272.01,0,1,0,0,0,0,1,1
9UZGL6,43,36693,51565,757,203,2,19.46,12,0.55,0,0,0,1,0,340.19,0,1,0,0,1,0,0,1
S7EJ6Z,62,62487,25835,706,356,3,11.77,60,0.1,1,1,0,1,0,197.9,0,0,0,1,1,0,0,0
AT4S3A,46,36162,10808,373,198,1,13.33,24,0.15,1,1,1,0,0,124.67,0,0,0,1,1,0,0,0
X2FWKG,42,40049,51141,673,149,4,11.15,48,0.34,1,1,0,1,0,595.64,0,0,0,1,1,0,0,1
GZWSJW,48,85313,34496,505,246,4,16.84,24,0.2,2,1,1,0,0,800.0,1,0,0,0,1,0,0,1
X30RT9,63,43498,7830,305,521,4,14.12,12,0.16,0,0,0,0,0,80.85,1,0,0,0,0,1,0,0
BOU7SC,26,23870,13123,650,86,3,10.95,12,0.47,0,1,0,1,0,101.08,1,0,0,0,0,0,1,1
EHGXV6,51,67439,41851,798,251,3,24.84,12,0.55,2,1,1,1,0,464.91,0,1,0,0,1,0,0,1
7YSI6F,31,31648,6713,355,85,3,14.52,48,0.1,2,1,0,1,0,109.56,0,1,0,0,0,0,1,0
TSF4RY,69,43441,35884,670,537,1,7.52,12,0.55,0,0,0,0,0,184.78,0,0,1,0,1,0,0,1
TMDEF5,58,39546,19545,584,428,2,16.41,12,0.51,0,0,1,1,0,300.54,1,0,0,0,1,0,0,1
J86YBS,23,17847,5502,687,23,3,10.98,24,0.17,1,1,0,0,0,35.57,0,0,1,0,0,0,1,0
89DT09,30,57286,14673,442,58,1,19.9,36,0.1,2,1,0,1,0,201.69,1,0,0,0,0,0,1,0
8R7497,26,35672,10707,304,0,4,3.13,36,0.1,3,0,0,1,0,114.67,0,1,0,0,0,0,1,0
UPMEQ3,64,34818,20296,543,363,1,22.73,60,0.13,0,1,1,1,0,332.55,0,1,0,0,0,1,0,0
943ZD1,19,23836,5000,418,28,1,11.13,36,0.1,0,1,0,0,0,43.39,0,1,0,0,0,0,1,0
YVUR90,22,21587,5000,577,0,4,6.39,36,0.1,1,1,0,0,0,47.62,0,1,0,0,0,0,1,0
IV9DJH,19,23568,5000,394,0,3,22.12,48,0.1,1,0,1,0,0,94.31,0,0,1,0,0,0,1,0
5DMS6F,69,110598,80000,819,346,4,24.85,60,0.13,3,1,1,0,0,800.0,0,0,0,1,1,0,0,1
ZAO1YH,38,36872,20024,538,183,3,10.76,60,0.12,0,0,0,0,0,236.75,1,0,0,0,1,0,0,0
L7RTN7,69,36983,22034,547,569,2,23.16,12,0.55,0,0,1,0,0,394.82,0,0,0,1,0,1,0,1
04RIPO,30,35465,14187,822,70,3,24.77,60,0.1,1,0,0,0,0,101.57,0,0,1,0,1,0,0,0
5WWXKM,44,41378,29018,826,260,4,24.6,48,0.17,0,0,0,1,0,207.08,0,1,0,0,1,0,0,0
1HBZ8C,22,23762,6712,573,0,2,4.45,60,0.1,1,0,0,0,0,53.23,0,1,0,0,1,0,0,0
C1QQ5J,50,32792,22193,714,282,1,23.88,48,0.17,0,0,0,1,0,136.94,0,0,0,1,1,0,0,0
NN9K6X,21,16000,5000,419,52,2,8.73,36,0.1,0,0,0,1,0,43.93,1,0,0,0,0,0,1,0
UWCCKQ,18,20943,5000,399,0,4,4.69,48,0.1,1,0,1,1,0,64.65,0,1,0,0,0,0,1,0
952688,19,26329,8840,531,0,3,11.37,60,0.1,1,0,1,1,0,133.24,1,0,0,0,0,0,1,0
118NTZ,59,31676,15681,747,416,3,12.27,24,0.28,0,1,1,1,0,130.55,0,0,0,1,1,0,0,1
BX218C,54,60171,33974,438,357,3,4.8,36,0.18,1,0,1,1,0,331.78,0,1,0,0,1,0,0,1
3LHQL7,21,16151,5000,445,25,3,22.72,24,0.16,0,1,0,0,1,71.09,0,1,0,0,0,0,1,0
AVIY4M,68,48068,21372,433,435,2,2.72,36,0.13,1,0,1,0,1,186.55,0,1,0,0,0,1,0,0
DMEPPL,62,61937,39179,826,301,1,18.92,24,0.28,1,0,0,1,0,203.19,0,0,1,0,1,0,0,1
ZGLO7T,65,39721,18272,595,546,2,4.72,36,0.18,0,0,1,1,0,124.19,0,1,0,0,1,0,0,0
44D7GC,68,43431,36953,806,566,2,21.13,48,0.22,0,1,1,1,0,297.27,0,0,1,0,1,0,0,1
WVTZ9D,35,33455,18631,820,104,1,14.56,24,0.29,1,1,0,0,0,92.09,1,0,0,0,1,0,0,1
2D96SK,42,64231,48795,626,177,2,15.79,60,0.15,2,0,1,0,0,535.49,1,0,0,0,0,0,1,1
O0HBPU,19,22676,5334,791,11,3,15.66,24,0.13,0,0,0,0,0,23.98,0,1,0,0,0,0,1,0
MBBTUF,29,30882,8815,459,58,1,8.67,36,0.1,1,1,1,0,0,86.63,0,0,0,1,0,0,1,0
JV8YGZ,30,52299,7682,336,16,3,16.95,48,0.1,3,0,0,1,0,129.83,1,0,0,0,0,0,1,0
A2A68S,23,27087,8657,742,0,1,9.96,60,0.1,1,0,1,1,0,50.23,0,0,0,1,1,0,0,0
OCTKBC,26,28940,24697,789,37,1,17.91,24,0.42,1,0,1,0,0,172.58,0,0,0,1,1,0,0,1
7B3UOC,63,41317,11019,791,479,3,10.69,24,0.13,0,1,0,1,0,46.11,0,1,0,0,1,0,0,0
RIMZ9A,18,16000,5000,609,16,1,4.88,24,0.17,0,1,1,0,0,28.5,0,1,0,0,0,0,1,0
GHBZ6A,68,49121,16348,540,443,3,5.67,60,0.1,1,0,1,1,0,199.25,0,0,0,1,1,0,0,0
MRHC7N,41,50333,48842,615,192,3,5.3,36,0.34,2,0,1,0,0,471.61,0,0,0,1,1,0,0,1
CYJI10,37,31163,19588,808,204,3,5.88,60,0.13,0,1,1,0,0,106.77,0,0,0,1,1,0,0,0
0NLWUJ,45,52007,17286,391,227,4,14.56,24,0.16,1,1,0,1,0,253.28,1,0,0,0,1,0,0,0
J99OJ3,50,39178,13003,394,295,2,11.54,24,0.18,0,1,0,0,1,119.89,1,0,0,0,1,0,0,0
UM1ED9,25,25985,10986,426,68,2,5.16,36,0.14,0,1,1,1,0,101.15,0,0,1,0,0,0,1,0
V7DRGC,47,34373,27807,476,208,3,12.65,60,0.14,0,1,1,1,0,525.39,1,0,0,0,1,0,0,0
DYCBQY,28,37531,34225,840,38,4,2.11,24,0.4,1,1,0,1,0,222.25,0,0,1,0,0,0,1,1
NER4Y6,46,65324,48618,602,194,1,4.86,60,0.16,1,0,0,0,0,295.08,0,0,0,1,1,0,0,1
F3PLFE,47,59860,38788,565,264,3,4.35,48,0.18,1,1,0,1,0,354.14,1,0,0,0,1,0,0,1
GK8OML,28,22654,7786,643,54,2,12.63,12,0.3,1,1,1,0,0,75.63,0,1,0,0,1,0,0,0
960E9M,33,33393,14866,358,61,4,7.06,36,0.13,2,1,1,0,0,197.68,0,0,1,0,1,0,0,0
28FIY2,63,33598,5000,314,444,1,4.83,60,0.1,0,1,1,1,0,53.81,0,0,0,1,1,0,0,0
KEJD02,40,28429,21488,827,156,4,14.1,36,0.27,0,1,1,1,0,179.89,1,0,0,0,0,0,1,1
MEZBA1,46,45847,20063,682,271,2,3.97,48,0.11,0,1,0,1,0,109.61,0,0,0,1,1,0,0,0
VJOY5D,46,35474,10992,489,299,4,14.07,24,0.14,0,1,1,1,0,169.42,1,0,0,0,0,1,0,0
JJ5PSA,19,16369,7066,760,11,1,24.7,12,0.38,0,0,0,1,0,34.54,0,0,0,1,0,0,1,1
HKJ26V,37,34696,22343,760,119,2,5.68,48,0.17,1,1,0,1,0,87.63,0,0,0,1,1,0,0,0
5B0GJP,56,56825,6752,358,317,4,7.98,60,0.1,1,1,0,1,0,98.41,0,0,1,0,1,0,0,0
CEE930,31,24785,6588,375,81,2,10.48,48,0.1,1,0,1,1,0,68.97,0,0,1,0,1,0,0,0
51KIL7,45,46825,16439,316,283,3,12.62,60,0.1,0,1,1,0,0,309.62,0,1,0,0,0,0,1,0
LM8NDA,32,34431,23197,831,95,1,11.27,60,0.13,1,1,1,1,0,118.02,0,0,1,0,1,0,0,0
3J4HQH,48,27147,7760,352,227,1,5.0,24,0.14,0,1,1,0,0,60.89,0,1,0,0,0,1,0,0
1DGK86,22,16126,5000,400,44,3,13.35,48,0.1,0,1,0,0,0,73.43,0,0,1,0,0,0,1,0
5NRQEY,50,37727,7290,339,252,3,3.3,60,0.1,1,0,1,0,0,87.88,0,1,0,0,0,1,0,0
7XZC45,58,34530,20436,777,371,4,5.55,12,0.55,0,1,0,1,0,125.1,1,0,0,0,1,0,0,1
M675IV,69,39396,14604,763,362,3,2.9,12,0.33,0,0,0,1,0,55.54,0,0,1,0,1,0,0,1
Y3GENZ,35,38301,8762,373,142,1,6.54,36,0.1,1,1,1,1,0,76.38,1,0,0,0,1,0,0,0
