ID,Edad,Ingresos,Monto_Inicial,Scoring_Crediticio,Meses_Empleo,Num_Creditos,Ratio_Interes,Duracion,Ratio_Deuda_Ingresos,Estudios,Posesion_Hipoteca,Personas_Cargo,Fiador,Impago,Prima,Tipo_Jornada_Laboral_Desempleado,Tipo_Jornada_Laboral_Jornada completa,Tipo_Jornada_Laboral_Tiempo parcial,Estado_Civil_Divorciado,Estado_Civil_Soltero,Cluster_KMeans,probabilidad_impago
SU065T,47,34742,38858,670,257,1,10.67,12,0.55,0,1,0,0,0,289.89,0,0,0,0,0,1,0.3747422114277177
4J64CB,32,42670,11958,798,114,2,19.58,24,0.14,1,0,1,1,0,60.71,0,0,1,0,0,0,0.5764514442979584
0WDBNM,35,69917,40332,740,117,1,4.83,12,0.55,2,1,1,1,0,243.15,0,1,0,0,0,1,0.2512914309305541
FZYYYE,33,43156,10267,649,93,3,10.1,24,0.13,2,1,0,0,0,79.18,0,1,0,0,0,0,0.48420313058778214
OGW8FM,46,28501,11064,379,285,2,15.48,60,0.1,0,1,0,1,0,163.9,1,0,0,0,0,0,0.504344678749281
Y8BKH8,59,33162,22701,749,408,2,7.21,60,0.13,0,1,0,1,0,123.99,0,1,0,0,0,0,0.16775904466102443
5QWDNH,49,41047,18274,451,287,2,2.07,12,0.46,0,0,1,1,0,174.64,1,0,0,1,0,1,0.25271553561494053
WTMZ54,39,32628,46294,818,212,4,13.1,48,0.36,0,1,0,0,0,424.69,1,0,0,1,0,1,0.5532407045822594
BQAW0B,40,72051,10275,359,159,2,17.25,12,0.16,2,0,0,0,0,105.9,0,0,0,0,0,0,0.6315937598292173
R5R10U,65,56835,74764,833,349,3,4.33,36,0.45,1,1,1,0,0,555.31,1,0,0,0,0,1,0.17608981580616417
JRXXJ0,24,39232,5350,402,8,1,2.12,36,0.1,2,0,0,0,1,39.75,0,0,0,0,1,0,0.5204138097147278
KQAI3R,22,25663,12080,679,8,4,6.58,60,0.1,1,1,0,0,1,107.2,0,0,1,0,1,0,0.596343828652388
6O8AJI,54,37006,14611,591,282,4,5.82,60,0.1,1,0,0,1,0,149.07,0,0,0,1,0,0,0.2689774636623822
Z3V6YI,68,42543,15231,308,492,1,9.11,48,0.1,1,1,0,0,0,158.9,0,1,0,1,0,0,0.20680540683069487
0QKQRT,33,42230,42142,826,78,3,20.27,24,0.53,2,0,1,1,0,451.16,0,0,1,0,1,1,0.5890390707285188
XZ2KU0,40,48052,53539,792,162,3,16.6,24,0.55,1,1,1,1,0,673.07,1,0,0,0,0,1,0.4837126686211059
8ICFT4,58,45598,34537,794,381,4,22.02,48,0.2,1,1,0,0,0,351.12,0,0,1,0,0,1,0.48873674584728755
ZL4A38,36,65566,55478,842,107,1,2.54,24,0.45,2,1,0,1,0,263.2,1,0,0,0,0,1,0.3072982133443464
3ZOCCI,20,21078,9518,581,8,4,22.85,36,0.14,0,1,0,1,1,141.02,0,0,1,0,1,0,0.7859958302580276
RIZ7FJ,39,26160,27762,681,210,1,11.36,60,0.22,0,0,0,1,0,177.95,0,0,1,0,0,0,0.426766216062747
DVHR38,47,41957,12658,359,286,2,24.9,60,0.1,0,0,0,1,1,182.6,0,0,1,1,0,0,0.6305355747701138
WPDSK9,36,32955,11118,564,135,4,17.76,36,0.11,0,0,0,0,0,141.25,1,0,0,0,0,0,0.7111399284583773
JI5DI5,59,48728,31460,681,344,2,2.83,12,0.55,1,0,1,1,0,220.59,0,0,0,1,0,1,0.14937658336954782
58QMUQ,50,37423,14461,594,306,3,15.83,60,0.1,0,1,1,1,0,224.83,0,0,1,0,0,0,0.3782992436544466
MM92YI,44,34440,11805,447,238,2,21.47,60,0.1,1,0,0,0,0,185.61,0,1,0,0,1,0,0.6054549951356311
VBSBFS,36,67947,29578,420,117,2,4.71,60,0.1,2,0,0,0,0,297.09,0,0,0,0,0,0,0.4644365976065142
4DXSCU,18,22580,5000,646,0,4,16.28,60,0.1,1,0,1,0,0,82.1,0,0,1,0,1,0,0.7535543334051772
SB0YRL,40,35093,9542,499,219,1,20.45,12,0.25,0,1,1,0,0,117.52,0,0,1,0,1,0,0.588085093098199
Q8K71W,23,18167,5000,525,65,2,5.11,36,0.1,0,0,1,1,0,40.01,0,0,0,0,1,0,0.4672892484226043
2FE4LS,45,53937,17894,726,214,1,16.41,36,0.12,2,0,1,1,0,118.89,0,1,0,1,0,0,0.3493787190349506
NDSV6C,68,48631,24530,467,508,2,7.32,12,0.5,0,0,1,1,0,264.92,0,1,0,0,0,1,0.13952139721603551
9XMI73,54,69858,16676,350,285,3,5.32,12,0.22,3,0,1,0,0,160.05,1,0,0,1,0,1,0.33841927790448706
QC73CF,43,49924,37383,555,206,3,13.83,48,0.2,1,1,1,0,0,613.46,0,1,0,1,0,1,0.42365575925797
0Z6PW3,33,34629,25114,506,104,2,10.99,48,0.16,1,1,1,0,0,309.47,0,0,0,0,1,0,0.5120624740125752
V161XY,32,51933,22261,484,71,3,14.26,60,0.1,2,1,0,1,0,404.88,0,0,1,0,0,0,0.5766590164567659
5Q1HW3,18,32316,10359,750,0,1,11.8,12,0.36,1,1,1,0,0,49.9,0,0,1,0,1,1,0.6125844812352023
F4Y61A,38,56038,53241,679,130,1,5.71,60,0.19,2,0,0,1,0,276.46,1,0,0,0,0,1,0.3845308918882994
FUS50E,34,58877,34176,697,97,4,16.96,48,0.16,2,1,0,0,0,426.22,0,0,0,0,0,1,0.6359712080980925
YTPALN,46,50882,29340,474,219,4,23.94,12,0.55,1,0,1,0,0,756.55,0,0,0,0,0,1,0.6529777149271252
XGZZV1,32,39227,9910,441,101,2,4.34,48,0.1,1,1,0,1,1,91.93,0,1,0,0,0,0,0.35917169261567394
KNGXU5,26,58842,40488,656,0,4,3.06,48,0.18,3,1,0,0,0,318.77,0,0,1,0,0,1,0.5069236202625585
K8URQP,20,21508,5908,449,39,1,24.02,48,0.1,0,0,0,0,1,70.89,0,0,0,0,1,0,0.8321435835891511
QHASAD,29,56297,24927,471,43,2,22.49,60,0.1,2,1,1,0,1,504.93,0,0,1,0,0,0,0.7289566782785615
WJB3CB,32,24168,15031,509,152,2,3.49,48,0.17,0,1,1,1,0,150.85,0,0,1,0,1,0,0.3486327590822447
Q899BJ,62,66318,34265,466,346,2,11.44,12,0.46,2,1,1,0,0,499.38,0,1,0,0,0,1,0.23682434541646363
RNZ3Q4,45,36444,27029,508,249,4,6.27,12,0.55,0,0,0,0,0,357.09,0,0,1,0,0,1,0.42900002037808005
RDLVIR,45,36119,19571,746,271,4,3.49,60,0.11,0,1,1,1,0,146.14,0,0,1,0,0,0,0.24354838219212718
WZDNII,27,39807,8776,583,17,3,6.52,36,0.1,2,1,0,1,0,76.84,0,1,0,0,0,0,0.4293946955356721
3QAAP4,27,29014,9040,617,41,3,11.51,24,0.14,2,0,1,0,0,67.84,1,0,0,0,1,0,0.639360515613483
KD8MQL,27,28745,5693,748,24,2,24.28,48,0.1,2,0,1,1,0,45.27,1,0,0,0,1,0,0.7272299138781209
MBR36J,26,24175,12811,541,48,2,17.2,36,0.17,1,1,1,0,1,199.24,0,0,0,0,0,0,0.6638082774768578
4C221J,26,40270,10502,755,34,3,19.59,24,0.14,2,0,0,0,0,58.81,0,0,0,0,0,0,0.7345846519950842
58HJI8,69,59422,34798,574,383,3,9.27,24,0.28,1,1,1,0,0,420.93,0,1,0,0,0,1,0.17173604158917108
THSGL0,54,65539,19900,393,285,1,20.02,48,0.1,2,1,1,1,0,336.16,1,0,0,0,0,0,0.44270200893290923
CDF7XX,50,31881,12110,394,256,1,18.07,12,0.43,1,0,1,0,0,185.19,0,0,0,0,0,1,0.49172114915005155
5TSSCS,18,20902,5395,808,0,1,17.87,48,0.1,1,1,1,0,0,36.12,0,0,0,0,1,0,0.6866062553391215
ROYIZO,30,40444,8046,410,65,4,2.0,24,0.1,2,0,1,1,0,84.2,0,0,0,0,0,0,0.40406615864595447
OP14T4,23,20244,5000,302,46,4,2.14,12,0.22,0,1,0,1,0,50.6,0,0,1,0,1,0,0.5111337707518714
FOQXKH,29,50253,12551,738,34,4,2.59,60,0.1,2,1,0,1,0,91.68,0,1,0,0,0,0,0.344840070953564
87MWF4,22,29984,5000,449,0,3,18.25,36,0.1,1,1,0,1,0,86.52,0,0,0,0,1,0,0.7155237161296363
77WDRE,57,37037,20961,627,392,3,12.61,12,0.55,0,1,1,0,0,306.42,0,1,0,0,0,1,0.2788909708648755
P045KK,39,70161,40566,512,127,4,3.37,60,0.11,2,1,1,1,0,673.25,0,0,1,0,0,0,0.31778410074008734
GCPW50,41,70991,12797,522,149,2,8.66,48,0.1,2,0,0,0,0,130.7,1,0,0,0,1,0,0.5085785092939269
ZWOOKA,65,37809,21609,812,432,2,4.45,12,0.55,0,1,1,1,0,111.48,1,0,0,0,0,1,0.13549955713368475
UPY287,41,23189,5000,490,208,4,18.65,12,0.2,0,1,1,1,0,88.67,1,0,0,0,0,0,0.5719127469883751
LIF5DV,66,60176,37929,656,371,1,19.57,12,0.55,1,1,0,0,0,405.89,1,0,0,0,0,1,0.38640215434358754
KOMGA3,22,22830,8016,535,9,3,8.56,60,0.1,1,0,1,0,0,111.64,0,0,1,0,1,0,0.6186315204567141
GNACQ5,50,31345,5000,516,253,1,14.48,12,0.18,0,1,1,1,0,45.56,1,0,0,0,0,0,0.37216906607784656
YCCMII,63,32037,19520,781,511,3,12.94,24,0.33,0,0,0,0,0,115.31,0,0,0,1,0,1,0.30648779484297567
CZ0D4K,46,51508,35902,505,197,4,7.41,48,0.18,1,1,1,1,0,498.79,0,0,0,0,1,0,0.31064538216698623
QZ40E6,31,27229,8917,412,85,4,12.86,60,0.1,1,1,0,1,0,170.48,0,0,0,0,0,0,0.5833418772652207
1MY269,20,23840,7163,658,0,3,9.84,36,0.1,1,1,0,0,0,53.21,1,0,0,0,1,0,0.6824954491773889
JHW0UN,53,26463,15265,806,362,4,24.73,36,0.22,0,1,1,0,0,142.79,0,0,1,0,1,0,0.5355135975996878
LLJGM3,18,18353,5000,397,15,3,4.96,60,0.1,0,0,0,0,1,55.01,0,1,0,0,1,0,0.6084217890010863
IO7TYY,38,38551,13642,430,123,3,19.93,24,0.16,1,0,0,1,0,179.02,0,0,0,0,0,0,0.6325933036893482
K4OMOB,53,55881,12209,419,342,1,6.33,48,0.1,1,1,0,1,0,107.56,0,1,0,0,0,0,0.21670800455049472
O4M29X,47,29471,13571,462,228,4,7.97,60,0.1,0,1,1,1,0,203.23,0,1,0,1,0,0,0.27612541292869075
GJRWP2,32,28807,10620,481,111,4,14.73,60,0.1,0,0,1,0,0,190.08,1,0,0,0,0,0,0.679830870303737
NRC51L,32,39417,11787,532,40,1,12.0,24,0.16,3,1,0,0,0,129.25,0,0,0,0,1,0,0.5563534420912497
E11IC7,26,34167,8378,478,27,1,5.31,36,0.1,1,1,1,0,1,70.1,0,1,0,0,1,0,0.4290594545007071
NVP33Y,34,41837,22527,523,99,1,17.67,24,0.25,2,1,1,1,0,350.92,1,0,0,0,0,1,0.5680559473251501
H6MO80,43,28824,21682,786,213,3,10.76,48,0.21,0,0,0,0,0,116.32,0,0,0,0,0,0,0.45143187540716934
NJL25N,60,45189,17331,659,339,2,18.23,60,0.1,0,1,0,1,0,181.09,0,1,0,0,0,0,0.2939560865007262
PWY49W,34,41310,13758,635,81,2,12.06,36,0.1,2,0,0,1,1,109.92,0,0,0,0,0,0,0.49838765378702427
MV24HY,51,37843,38332,838,346,2,23.71,12,0.55,0,1,1,1,0,342.7,0,0,0,0,0,1,0.4258440770727523
A4UX1W,57,95522,34208,454,261,1,5.53,12,0.35,3,1,0,0,0,307.68,0,0,1,0,0,1,0.2613078539661265
2JVA44,59,30641,23053,719,344,1,11.92,60,0.16,0,0,1,1,0,118.04,0,0,0,0,0,0,0.22705878828216625
WA9CNJ,69,37790,11808,816,450,1,17.78,48,0.1,0,1,0,1,0,66.29,0,0,0,0,0,0,0.22671131092925167
ZN4WUC,35,43265,13095,441,116,2,18.36,48,0.1,1,1,1,0,1,224.85,0,0,1,0,0,0,0.6269369477625673
ULR85X,57,29803,14501,553,369,1,20.51,60,0.1,0,0,1,1,0,180.67,0,0,0,1,0,0,0.37625112982031184
HGKMR4,23,24117,16305,815,22,4,5.98,36,0.24,1,1,0,0,0,97.1,0,0,0,0,0,0,0.5469437771873804
3SXZU8,32,31619,9765,342,84,1,15.32,24,0.14,1,1,1,1,0,109.93,0,1,0,0,0,0,0.48861511831770027
QEF6JR,22,18867,5000,417,41,3,3.97,24,0.14,0,1,1,0,0,47.24,0,0,1,0,1,0,0.5399688235623309
C2JH1M,19,23764,5000,309,0,1,23.17,48,0.1,1,1,1,0,1,84.75,0,0,0,0,1,0,0.8041454457569762
AMJ1X8,36,70474,29631,364,106,3,22.52,36,0.13,2,0,0,1,0,447.51,0,1,0,0,0,0,0.656007870264132
TK8HOH,50,51171,20721,651,229,2,17.22,60,0.1,2,1,1,1,0,254.76,0,1,0,0,0,0,0.3261478247812692
H7CFIZ,67,49675,24620,682,511,4,5.9,60,0.1,0,0,1,0,0,184.73,0,0,1,1,0,0,0.19658384192753128
TYUGFT,36,50072,23945,707,79,2,6.8,60,0.1,2,0,1,1,0,132.18,0,1,0,0,0,0,0.30884814712639974
8P17EZ,49,33334,15156,462,331,4,13.75,60,0.1,0,0,1,0,0,267.7,1,0,0,0,0,0,0.5172683313895254
LVMU9Y,25,39528,20411,736,30,2,20.57,12,0.55,1,0,0,1,0,183.79,0,1,0,0,0,1,0.6494316326944413
JVHHGL,41,40533,8214,438,160,3,24.62,24,0.1,1,1,1,0,1,136.39,0,1,0,1,0,0,0.6291687320207294
UGNNE0,40,39738,31695,808,170,2,16.72,12,0.55,1,0,1,1,0,257.22,0,0,0,0,1,1,0.44641815731579837
05069P,38,44721,21163,469,165,2,16.93,24,0.26,1,0,0,1,0,292.91,1,0,0,0,1,0,0.6087340327664706
8LS3M6,66,37095,14999,449,459,3,10.65,24,0.2,0,0,0,0,0,154.95,0,0,0,1,0,0,0.2982036065901744
X8H3CM,21,16029,5000,670,53,4,10.57,48,0.1,0,0,1,1,0,40.23,0,0,1,0,1,0,0.5892927305432202
SBS1PR,59,39061,18148,667,361,4,7.6,36,0.17,0,1,0,0,0,113.76,0,1,0,0,0,0,0.24290097311210807
G67TTS,28,41044,25575,750,33,4,20.0,60,0.12,2,0,1,0,0,237.81,0,1,0,0,0,0,0.6678624609088846
1IM2JT,54,45387,31863,780,359,1,11.31,60,0.13,0,0,0,0,0,127.5,1,0,0,0,0,0,0.37466418629186177
YGJSGH,46,47504,30949,556,240,1,5.52,36,0.24,1,0,1,0,0,231.22,0,1,0,0,0,1,0.2748836511934994
D019XP,46,57429,33958,791,268,2,5.07,48,0.17,1,1,1,0,0,155.82,0,0,1,0,0,1,0.2748469488948626
AIKJ2I,54,41066,16527,590,372,3,23.2,48,0.1,0,1,1,0,0,265.61,0,0,0,0,0,0,0.5136347209960308
DN1K7T,60,38928,29940,716,405,2,3.53,12,0.55,0,1,0,1,0,173.05,0,0,0,0,0,1,0.15709735240361616
4ELVFK,38,48339,8505,305,172,4,13.36,48,0.1,1,1,1,0,1,165.86,0,0,1,0,0,0,0.5759769015325458
ONEDC5,64,31372,12120,645,368,2,21.68,48,0.1,0,1,0,0,0,135.51,0,0,0,0,0,0,0.4126639446484956
2U7RWH,69,29128,9739,379,450,3,2.4,36,0.12,0,0,1,1,0,94.3,0,1,0,0,0,0,0.11484176534929706
IOTH1F,20,23142,5000,399,0,4,13.81,36,0.1,1,0,1,0,0,84.04,1,0,0,0,1,0,0.7668026970397902
UARU49,30,33596,10199,585,79,4,3.76,36,0.1,1,0,0,0,0,81.92,1,0,0,0,0,0,0.5540170664589456
0IYM0G,57,55536,28271,486,356,1,15.73,36,0.15,1,0,0,0,0,288.05,0,0,0,0,0,0,0.4171305525233522
UEHXNC,34,35704,13984,490,117,4,22.38,60,0.1,2,1,0,1,0,331.64,1,0,0,0,0,0,0.7234750995398416
IQU9SZ,38,60201,32376,400,115,4,5.63,24,0.3,2,0,0,1,0,423.61,0,1,0,0,0,1,0.38456309301921154
27CKU4,61,51931,17364,465,429,2,14.3,60,0.1,0,0,1,0,0,244.11,0,1,0,1,0,0,0.2993429055824474
U9F6YB,61,55224,21750,776,360,3,13.54,36,0.14,1,1,1,1,0,149.33,1,0,0,0,0,0,0.26323510644184006
A9ZP2V,18,23995,5000,302,0,3,7.92,36,0.1,1,1,1,1,0,57.44,0,0,1,0,1,0,0.5932603080360509
N88QTW,56,32167,11378,693,322,2,22.55,12,0.32,0,1,0,1,0,102.86,0,0,0,0,0,1,0.425235068768291
7MY3KM,52,84373,18232,412,213,3,14.53,48,0.1,3,0,0,0,0,266.19,0,0,0,0,0,0,0.48884582178652275
Z43M02,52,34796,12500,436,271,4,15.0,48,0.1,1,1,0,0,0,220.86,1,0,0,0,0,0,0.5285486660302248
ZQ02RY,49,74383,30194,455,222,1,9.9,60,0.1,2,0,1,0,0,352.86,1,0,0,0,0,0,0.4095318726461577
C8X7SJ,42,44691,11479,585,199,3,4.58,24,0.14,1,1,0,1,0,85.69,0,0,1,0,0,0,0.3196225848132168
TCP2WW,46,50755,25780,402,170,3,13.79,12,0.46,2,1,0,1,0,460.18,1,0,0,0,1,1,0.4869365841680988
46UIB7,62,38666,26759,649,485,1,3.18,48,0.2,0,1,1,1,0,211.85,1,0,0,0,0,0,0.14536003017248528
FQ2AI5,24,18463,5000,839,16,2,11.77,60,0.1,1,1,0,1,1,26.19,0,0,0,0,1,0,0.5296922684033887
MUJA6R,62,60602,17158,668,340,4,23.44,24,0.12,1,1,1,1,0,202.28,1,0,0,0,0,0,0.42518820241322075
002MV6,60,53471,8823,350,291,4,20.05,60,0.1,1,0,1,0,0,202.78,0,0,0,1,0,0,0.48550873716026066
52SC5J,52,61792,22273,532,289,4,7.55,12,0.4,2,1,1,0,0,355.8,0,0,0,0,0,1,0.3151101659822326
KQTEEX,20,26175,5000,393,0,4,14.51,24,0.11,1,0,1,0,0,74.08,0,1,0,0,1,0,0.7052963939334166
LMK9YJ,36,25100,9025,304,155,3,23.94,60,0.1,0,0,1,1,1,166.81,0,1,0,0,0,0,0.6496662948067724
XXJRDR,55,38656,11819,518,405,3,15.49,60,0.1,0,1,0,1,0,204.1,1,0,0,0,0,0,0.41483794711361704
5SAP53,57,71925,22345,518,325,4,5.61,60,0.1,2,1,1,1,1,368.8,0,1,0,1,0,0,0.17888006534080955
TWSALB,29,37507,34982,688,80,1,10.0,24,0.53,1,1,1,0,0,324.03,0,0,0,0,0,1,0.48602352328509035
JQ2TCL,29,55706,14705,340,17,1,3.04,60,0.1,3,1,0,1,0,154.13,1,0,0,0,1,0,0.4545735540565763
33UO9Z,64,51682,30453,771,462,1,13.3,48,0.16,0,0,1,1,0,141.61,0,0,1,0,0,1,0.20934426659674749
SCJ6AY,54,34924,16605,625,317,1,6.16,48,0.12,0,0,1,1,0,92.26,0,1,0,1,0,0,0.1760847543780208
HUJSNK,18,16000,5000,399,0,2,12.76,12,0.29,0,0,0,0,0,47.49,0,0,0,0,1,0,0.7400682143034597
Y1WQ4N,29,44771,45104,784,41,2,8.94,12,0.55,2,0,1,0,0,263.24,0,0,0,0,0,1,0.49395946252525913
IF9DJG,64,35635,6961,462,404,2,19.27,12,0.19,0,0,0,1,0,63.19,0,0,1,0,0,0,0.37193722988910594
XNSMFX,67,43744,46914,767,377,1,20.68,12,0.55,0,0,0,1,0,302.25,0,1,0,0,0,1,0.2636442291677653
RA6I1J,58,61357,42018,731,306,4,7.27,12,0.55,2,1,0,0,0,349.42,0,0,1,0,0,1,0.2782604284038766
PVZXMC,60,31546,17284,697,399,3,6.8,36,0.18,0,1,1,1,0,114.94,0,0,0,1,0,0,0.1731883601976143
T7CYFB,66,64898,13535,581,414,3,16.73,60,0.1,1,1,0,0,0,237.63,0,1,0,0,1,0,0.3061750903215834
A1LQ7H,38,46675,27248,476,152,2,4.7,60,0.13,1,1,1,1,0,330.42,0,0,1,0,0,0,0.3213986350844732
9Z8IVJ,41,77761,26708,578,157,2,11.85,60,0.1,2,1,1,1,0,327.1,0,1,0,0,0,0,0.335103872565063
C8GTW5,26,42782,13167,768,0,1,6.64,24,0.15,3,1,1,0,0,46.57,1,0,0,0,1,0,0.4926342058056511
GKFRZM,57,40075,9436,394,333,2,21.58,60,0.1,1,0,0,0,0,148.48,0,0,1,0,1,0,0.5500962745872029
GJG1OG,45,77691,57953,661,180,1,2.89,60,0.13,3,1,0,1,0,357.2,1,0,0,0,0,1,0.2689701815394971
HD4ZJ4,57,36380,7141,411,355,4,8.97,36,0.1,1,0,0,1,1,88.77,0,1,0,0,1,0,0.2751300466975069
5S5X15,21,24029,9942,741,0,4,3.2,24,0.21,1,1,1,0,0,70.19,0,1,0,0,1,0,0.44643358172873915
8F8Q8W,56,47812,36028,753,378,3,3.06,36,0.26,0,0,0,0,1,142.24,0,1,0,1,0,1,0.20601220402959647
BYNUV4,54,31877,19297,728,313,4,23.26,36,0.19,0,0,0,1,0,153.18,0,0,1,0,1,0,0.515879086466834
TGHHFN,44,40819,41190,705,301,4,18.2,36,0.33,0,0,0,0,1,431.71,0,0,0,0,0,1,0.588267970771063
KOWG04,39,37113,13279,537,161,1,22.91,60,0.1,1,0,1,0,1,211.86,0,1,0,1,0,0,0.6005477895222772
BW93MD,44,29625,33290,796,245,3,8.23,60,0.24,0,0,0,1,0,197.41,0,0,0,0,0,0,0.3408032034131169
3G54V9,66,32049,24088,729,475,4,13.28,12,0.55,0,1,0,1,0,266.82,0,0,1,0,0,1,0.24448640995771215
IF0RZB,31,31645,10151,475,73,3,10.23,60,0.1,1,0,0,0,0,126.02,0,0,0,0,0,0,0.6046601027800503
T0YFEK,32,36037,7521,488,95,4,9.99,60,0.1,2,0,0,0,0,112.01,0,0,1,0,0,0,0.613156268331868
GVOU1A,45,32426,12957,450,302,3,21.41,12,0.37,0,0,1,0,0,204.16,0,0,0,1,0,1,0.609855787679772
ETML21,68,45846,17259,436,375,3,7.36,12,0.41,1,0,1,0,0,210.22,0,1,0,0,0,1,0.1869627882774765
4INN97,39,26906,18303,711,158,2,13.73,12,0.55,0,0,1,1,0,140.6,0,0,1,0,0,1,0.43216670639835053
W1B1VM,26,42835,11101,561,0,4,6.08,24,0.13,3,0,1,0,0,99.08,0,0,1,0,1,0,0.5538685449585287
736KJS,35,61380,27531,657,95,3,14.09,12,0.45,2,0,0,0,1,241.96,0,1,0,0,0,1,0.5518811828670112
6I97OH,29,42624,20005,319,11,3,24.78,36,0.15,3,0,0,1,0,307.05,0,1,0,0,0,0,0.7465526816082814
C1T317,21,21373,6969,344,42,2,6.75,60,0.1,0,0,1,0,1,71.84,1,0,0,0,1,0,0.6488835708286632
XW8DZ2,37,42517,23308,359,135,2,6.49,36,0.16,1,0,1,1,0,198.67,0,1,0,0,1,0,0.34534608018800733
G7F2LI,18,17588,5000,527,0,2,11.66,60,0.1,0,0,1,0,1,60.52,1,0,0,0,1,0,0.7149568945169635
9D6L3Z,66,34042,24717,766,403,1,12.25,24,0.33,0,1,0,1,0,137.66,0,0,1,0,0,1,0.19631201779341145
S7YX5C,53,51989,39617,819,354,1,4.91,60,0.15,1,1,0,0,0,162.53,1,0,0,1,0,1,0.26444033766571284
F8X659,64,38050,25595,623,463,3,20.88,60,0.14,0,0,0,1,0,309.62,0,0,1,0,0,0,0.3888810110972241
G5LY7X,37,45704,15781,738,138,4,7.26,12,0.36,2,1,0,0,1,98.74,0,0,0,0,0,1,0.4482711697926984
HERXE5,47,27123,22900,747,289,3,14.84,12,0.55,0,1,1,0,0,244.83,0,1,0,0,0,1,0.3743959917114673
QAS9C6,37,33477,10617,626,151,3,17.15,60,0.1,0,0,1,1,0,141.46,0,0,1,1,0,0,0.5347260709358956
2VPCL2,51,32508,20697,790,327,3,4.57,12,0.55,0,0,1,1,0,107.11,1,0,0,0,0,1,0.24152566954366225
46X8B0,55,63160,18686,315,342,2,23.27,12,0.28,2,1,1,0,0,289.26,1,0,0,1,0,1,0.5736143417009223
58WH21,61,51791,14658,521,374,2,15.93,12,0.28,1,1,1,0,0,188.7,0,0,1,0,0,1,0.3392757839401697
EWM6PI,53,52366,37067,388,233,4,8.82,36,0.22,1,0,0,1,0,527.0,0,0,0,0,0,1,0.34708262408609414
NTV5O1,40,39329,7373,546,192,4,17.33,36,0.1,0,1,0,1,0,129.55,1,0,0,0,0,0,0.5924086022798124
AB07MK,43,30946,15325,466,232,2,12.77,24,0.23,0,0,1,0,0,192.1,1,0,0,0,0,0,0.5227126901079507
A9GL3I,21,24029,5000,505,0,4,2.42,60,0.1,1,1,0,1,1,76.25,0,0,0,0,1,0,0.4954386589394348
Y0I6GI,53,32307,17836,596,337,2,21.4,60,0.11,0,1,0,0,0,253.81,0,1,0,0,1,0,0.4726175675895243
F497S6,68,49202,6924,343,443,2,13.79,48,0.1,1,1,1,1,1,105.59,0,0,1,0,0,0,0.23135073937083545
CYT891,18,23842,5000,623,0,3,13.68,60,0.1,1,1,1,1,0,70.06,0,0,0,0,1,0,0.6242673138641702
MPX02L,42,63357,34831,729,125,1,5.61,48,0.16,3,0,1,1,0,155.84,0,0,0,0,1,1,0.26807068033346276
AROYPN,64,48436,10934,310,482,4,6.64,48,0.1,0,0,1,0,0,125.59,0,0,0,0,0,0,0.2636013370594326
CPXEFF,66,57993,13299,543,425,3,21.49,36,0.1,1,0,0,1,0,202.65,0,0,0,1,0,0,0.3811311948016539
K74SL3,51,37188,13254,742,315,3,15.41,36,0.13,1,1,0,1,0,98.21,0,0,1,0,0,0,0.37756839791406
3G3NEM,60,33457,8740,362,428,2,12.98,48,0.1,0,1,1,1,0,130.93,0,0,1,0,1,0,0.2755534705200307
Y2YL40,62,49543,25956,752,344,1,12.6,48,0.13,2,1,0,1,0,138.77,1,0,0,0,0,0,0.2545485804194197
CMFRLO,30,49663,48456,687,57,1,16.34,12,0.55,2,1,1,0,0,572.68,0,0,1,0,1,1,0.5846748696197668
9HS8F4,41,56525,27066,509,164,1,17.98,24,0.21,2,1,1,0,0,446.3,0,0,1,0,1,1,0.5388620739283424
2JWJJ8,40,43676,30793,439,172,1,18.75,12,0.55,1,1,0,0,0,548.65,0,1,0,1,0,1,0.5549065714267613
9R7K9X,32,29832,7584,375,105,4,5.65,24,0.13,1,0,0,0,0,65.26,0,0,0,0,0,0,0.5542365740823108
YWL3IW,55,49316,14198,499,311,3,14.88,48,0.1,1,1,0,1,0,232.8,0,0,1,0,1,0,0.37259059178539344
26LGMB,49,36650,39483,543,221,4,19.18,12,0.55,1,0,1,1,1,800.0,0,1,0,0,0,1,0.43185683883463927
4H0P3J,26,32925,12027,358,19,4,19.05,36,0.11,2,0,0,0,0,199.94,1,0,0,0,0,0,0.8162407325981865
PVWFI5,44,46232,41672,495,159,2,20.62,36,0.26,2,0,0,0,0,651.6,1,0,0,0,1,1,0.6682093932103572
DSFF7F,67,34488,9245,430,487,2,23.42,12,0.28,0,0,0,0,0,104.92,0,1,0,0,0,0,0.4246883161246002
S5TT4Z,29,52796,13288,515,26,1,16.16,48,0.1,3,1,0,1,0,204.19,0,0,0,0,0,0,0.588564283823721
0P11WZ,67,39001,9293,540,486,2,9.39,60,0.1,0,0,0,1,0,97.56,0,0,0,0,0,0,0.20751981452210394
ASOG08,52,37691,10520,443,282,2,10.48,24,0.12,1,1,1,1,0,111.6,0,1,0,0,0,0,0.24940320635829724
G72TUA,20,20562,5310,417,33,2,11.95,12,0.29,0,0,0,1,1,42.52,0,0,1,0,1,0,0.6634065653443354
VKJD97,36,45739,16297,313,166,1,18.04,12,0.38,0,0,0,0,1,186.75,0,0,0,0,1,1,0.6688385624686838
